Channel ID,URL,Post ID,date,message,out,mentioned,media_unread,silent,post,from_scheduled,legacy,edit_hide,pinned,noforwards,peer_channel,from_id_user,fwd_from,via_bot_id,reply_to_msg_id,reply_to_scheduled,forum_topic,media_photo_id,reply_markup,views,forwards,replies,edit_date,post_author,grouped_id,reactions,restriction_reason,ttl_period
mail_access_private,https://t.me/mail_access_private,408,2024-02-06 07:25:48,"1.000 subscribers! Thank you, guys 💝",False,False,False,False,True,False,False,True,False,False,1994848622,,,,,,,,,1171.0,0.0,,2024-02-06T07:32:53+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🕊'}, 'count': 8, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
membersa_telegram,https://t.me/membersa_telegram,122,2024-01-11 23:16:46,"🔠🔠🔠🔠🔠🔠🅰️🔠  ➖ 🔠🅰️🔠🔠


▶️ Search & rank Booster

🟢Premium Members (<DATE_TIME> nondrop)
🟢Premium Start bot (lifetime non drop)
🟢Boost channel (story activation - <DATE_TIME>)

🏳️ Mixed Worldwide Premium services
🇮🇷 Iran Premium services
<PERSON>🇷 Turkey Premium services
🇸🇦 Arab Premium services
🇮🇳 <NRP> Premium services
🇺🇿 <NRP> Premium services
🇺🇸 USA Premium services 
🇮🇱 Israel Premium services


‼️#1 Cheapest & Best Services Provider
🛡 @supimo
🔗Automatic Panel : GetMeFollowers.org",False,False,False,False,True,False,False,False,False,False,1899525695,,,,,,,,,98.0,0.0,,,,,,[],
usnhub,https://t.me/usnhub,2370,2024-03-02 03:33:15,"🚨 @elucifer <NRP>
🔥 Still UFS",False,False,False,False,True,False,False,True,False,False,1762746795,,,,,,,,,193.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 15067, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-02T03:33:18+00:00,,,,[],
mail_access_private,https://t.me/mail_access_private,502,2024-03-21 17:14:13,"Private cloud update
@sasss_ka",False,False,False,False,True,False,False,False,False,False,1994848622,,,,,,,,,1397.0,1.0,,,,,,[],
indian_subs_official,https://t.me/indian_subs_official,264,2024-03-25 00:50:17,🤌Happy Holi 🌈,False,False,False,False,True,False,False,False,False,False,1168335122,,,,,,,6.055213493298249e+18,,64.0,1.0,,2024-03-25T00:52:21+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
freecombolistdaily,https://t.me/freecombolistdaily,2984,2024-02-25 19:08:51,"ROAD TO 1.4K SUBS I WILL GIVE ATTRACTIVE OFFER FOR PRIVATE CLOUD

<DATE_TIME> 50$ GET (FREE <DATE_TIME>)
1 MONTH 100$ GET (FREE 1 MONTH)
6 MONTH 200$ GET ( FREE <DATE_TIME> )

BEST QUALITY 
EVERYDAY SHARE COMBOS FRESH & PRIVATE
LET'S JOIN GUYSSSS...",False,False,False,False,True,False,False,False,False,False,1716787216,,"{'_': 'MessageFwdHeader', 'date': '2024-02-20T20:07:00+00:00', 'imported': False, 'saved_out': False, 'from_id': {'_': 'PeerChannel', 'channel_id': 1736488447}, 'from_name': None, 'channel_post': 5158, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'saved_from_id': None, 'saved_from_name': None, 'saved_date': None, 'psa_type': None}",,,,,,,4.0,0.0,,,,,,[],
usnhub,https://t.me/usnhub,2541,2024-03-03 14:53:19,sold !! thank <PERSON> 🙏🏻🙏🏻🙏🏻,False,False,False,False,True,False,False,True,False,False,1762746795,,,,269.0,False,False,,,24.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 15622, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-03T14:53:23+00:00,,,,[],
adsbinfree,https://t.me/adsbinfree,789,2024-02-25 16:12:14,"Bot sale <PERSON> adsense or website traffic or adsttera load <PERSON>.

Bot price: $50",False,False,False,False,True,False,False,True,False,False,1621110337,,,,,,,,,193.0,0.0,,2024-02-25T16:12:18+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 4, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
vodka_free,https://t.me/vodka_free,356,2024-01-23 13:08:14,"start making up 100K per month with my source code of invest platforme 
ihave code source 

coded by 
JS
HTML
CSS
BOOTSTRAP
PHP
SQL

demo : @twilio_admin",False,False,False,False,True,False,False,False,False,False,1924679759,,,,,,,5.872796310862676e+18,,916.0,2.0,,2024-01-23T13:09:53+00:00,,,,[],
trickadsagency,https://t.me/trickadsagency,1615,2024-03-23 12:45:36,"🔒 Stay Private, Get Sure Shot Cards Easily! 🔒

Looking for sure shot cards? We've got you covered!

✨ Available Now: Sure Shot Cards at only 650 tk per card.

Rest assured, all cards are thoroughly checked with our advanced checker for your peace of mind.

Don't miss out on this opportunity! Secure your cards <DATE_TIME>.

🔐 Stay {adsbinfree} private! Get yours now! 🔐

My Telegram: @fbadspro11",False,False,False,False,True,False,False,True,False,False,1882829410,,"{'_': 'MessageFwdHeader', 'date': '2024-03-23T12:44:51+00:00', 'imported': False, 'saved_out': False, 'from_id': {'_': 'PeerChannel', 'channel_id': 1621110337}, 'from_name': None, 'channel_post': 921, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'saved_from_id': None, 'saved_from_name': None, 'saved_date': None, 'psa_type': None}",,,,,6.336810520094555e+18,,33.0,1.0,,2024-03-23T13:10:09+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
mail_access_private,https://t.me/mail_access_private,450,2024-02-20 18:11:07,"more high quality and fresh data in private channel, in order to get access, write to administrator
@sasss_ka",False,False,False,False,True,False,False,False,False,False,1994848622,,,,,,,,,1825.0,15.0,,2024-02-20T18:55:28+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '💯'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🏆'}, 'count': 1, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
freecombolistdaily,https://t.me/freecombolistdaily,3139,2024-04-02 20:49:51,"ROAD TO 1.4K SUBS I WILL GIVE ATTRACTIVE OFFER FOR PRIVATE CLOUD

<DATE_TIME> 50$ GET (FREE <DATE_TIME>)
1 MONTH 100$ GET (FREE 1 MONTH)
6 MONTH 200$ GET ( FREE <DATE_TIME> )

BEST QUALITY 
EVERYDAY SHARE COMBOS FRESH & PRIVATE
LET'S JOIN GUYSSSS...",False,False,False,False,True,False,False,False,False,False,1716787216,,"{'_': 'MessageFwdHeader', 'date': '2024-04-02T20:49:41+00:00', 'imported': False, 'saved_out': False, 'from_id': {'_': 'PeerChannel', 'channel_id': 1736488447}, 'from_name': None, 'channel_post': 5461, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'saved_from_id': None, 'saved_from_name': None, 'saved_date': None, 'psa_type': None}",,,,,,,5.0,0.0,,,,,,[],
usnhub,https://t.me/usnhub,3033,2024-03-18 09:27:21,ni pasti ngedit sendiri 😂,False,False,False,False,True,False,False,True,False,False,1762746795,,,,3032.0,False,False,,,23.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 17932, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-18T09:27:24+00:00,,,,[],
usnhub,https://t.me/usnhub,2303,2024-02-26 09:14:38,"<PERSON> 🙄
-tini",False,False,False,False,True,False,False,True,False,False,1762746795,,,,,,,,,82.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 14567, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-02-26T09:14:41+00:00,,,,[],
trickadsagency,https://t.me/trickadsagency,1613,2024-03-23 12:35:26,"🚀 Unlock Premium Membership and Simplify Your Life with [adsbinfree]! 🌟

Are you tired of <DATE_TIME> hassles with payment methods? Say goodbye to uncertainties and hello to convenience with our exclusive Facebook auto-pay method using American Express! 💳✨

With our revolutionary service, you can effortlessly manage your Facebook ad payments, ensuring uninterrupted advertising for your business. No more worrying about declined payments or payment delays – streamline your ad spending with ease.

Here's what you'll get with our Premium Membership:

🔥 Daily Updates of High-Quality BINs: Stay ahead of the curve with fresh BINs delivered to your inbox daily, ensuring maximum success rates for your transactions.

💳 Access to Sure Shot Cards: Say goodbye to guesswork and hello to guaranteed success with our premium sure shot cards, tailored for your peace of mind. 

                                     
💼 Lifetime Membership: Enjoy lifetime access to our exclusive membership, unlocking a world of convenience and savings for your business.

💰 Limited Time Offer: Join now and secure your lifetime membership for only $50! With <DATE_TIME> updates, premium <NRP>, and guaranteed success, this deal is too good to miss.

📢 Ready to simplify your life and boost your business with our Premium Membership? Don't miss out – click the link Join Now to get started <DATE_TIME>!

Got questions or need assistance? Our dedicated support team is here to help!

Contracts: @fbadspro11

#PremiumMembership #FacebookAds #AutoPay #AmericanExpress #BINs #SureShotCards #LifetimeDeal",False,False,False,False,True,False,False,True,False,False,1882829410,,"{'_': 'MessageFwdHeader', 'date': '2024-03-23T12:31:25+00:00', 'imported': False, 'saved_out': False, 'from_id': {'_': 'PeerChannel', 'channel_id': 1621110337}, 'from_name': None, 'channel_post': 919, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'saved_from_id': None, 'saved_from_name': None, 'saved_date': None, 'psa_type': None}",,,,,,,37.0,0.0,,2024-03-23T12:35:29+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
adsbinfree,https://t.me/adsbinfree,764,2024-02-16 08:17:38,"Bangladesh pc clone number id need 

High rate dibo any one have nock me. 

100 pc id need per day....

My telegram: @kingofzero1",False,False,False,False,True,False,False,True,False,False,1621110337,,"{'_': 'MessageFwdHeader', 'date': '2024-02-16T08:17:21+00:00', 'imported': False, 'saved_out': False, 'from_id': {'_': 'PeerChannel', 'channel_id': 1963294780}, 'from_name': None, 'channel_post': 442, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'saved_from_id': None, 'saved_from_name': None, 'saved_date': None, 'psa_type': None}",,,,,,,477.0,1.0,,2024-02-16T08:18:12+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
adder_venom,https://t.me/adder_venom,667,2024-03-29 06:32:01,Soled telegram account 50 ✅✅,False,False,False,False,True,False,False,True,False,False,1913734675,,,,,,,6.066426132489681e+18,,109.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 7740, 'comments': True, 'recent_repliers': [], 'channel_id': 1942096345, 'max_id': None, 'read_max_id': None}",2024-03-29T06:32:04+00:00,,,,[],
mail_access_private,https://t.me/mail_access_private,406,2024-02-03 19:24:37,"Thank you all, friends 

There are only <DATE_TIME> places in private channel, price is relevant <DATE_TIME>, in <DATE_TIME> I will raise prices.

Price Private Channel :
<DATE_TIME>$
<DATE_TIME>$

@sasss_ka",False,False,False,False,True,False,False,True,False,False,1994848622,,,,402.0,False,False,,,1224.0,1.0,,2024-02-06T08:20:47+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 5, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
mail_access_private,https://t.me/mail_access_private,440,2024-02-18 06:02:59,"1.200 subscribers ❤
Thanks all 🥰",False,False,False,False,True,False,False,True,False,False,1994848622,,,,,,,,,1506.0,1.0,,2024-02-18T06:03:23+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🏆'}, 'count': 7, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 3, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
mail_access_private,https://t.me/mail_access_private,406,2024-02-03 19:24:37,"Thank you all, friends 

There are only <DATE_TIME> places in private channel, price is relevant <DATE_TIME>, in <DATE_TIME> I will raise prices.

Price Private Channel :
<DATE_TIME>$
<DATE_TIME>$

@sasss_ka",False,False,False,False,True,False,False,True,False,False,1994848622,,,,402.0,False,False,,,1247.0,1.0,,2024-02-06T08:20:47+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 5, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
usnhub,https://t.me/usnhub,2586,2024-03-04 12:00:39,gak pernah bilang kaya gitu saya.,False,False,False,False,True,False,False,True,False,False,1762746795,,,,2337.0,False,False,,,50.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 15822, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-04T12:00:42+00:00,,,,[],
usnhub,https://t.me/usnhub,2368,2024-03-02 03:22:09,gak ada say 😞,False,False,False,False,True,False,False,True,False,False,1762746795,,,,2337.0,False,False,,,235.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 15067, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-02T03:22:12+00:00,,,,[],
adsbinfree,https://t.me/adsbinfree,805,2024-02-28 10:22:27,<PERSON>,False,False,False,False,True,False,False,True,False,False,1621110337,,,,,,,6.267319233440498e+18,,361.0,0.0,,2024-02-28T10:22:31+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 3, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
freecombolistdaily,https://t.me/freecombolistdaily,2924,2024-02-20 20:39:34,surfshark Config,False,False,False,False,True,False,False,False,False,False,1716787216,,"{'_': 'MessageFwdHeader', 'date': '2024-02-19T20:01:15+00:00', 'imported': False, 'saved_out': False, 'from_id': {'_': 'PeerChannel', 'channel_id': 1736488447}, 'from_name': None, 'channel_post': 5146, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'saved_from_id': None, 'saved_from_name': None, 'saved_date': None, 'psa_type': None}",,,,,6.242195616084116e+18,,9.0,0.0,,,,,,[],
adsbinfree,https://t.me/adsbinfree,745,2024-02-13 06:54:22,done new bin,False,False,False,False,True,False,False,True,False,False,1621110337,,,,,,,6.221848062490426e+18,,1091.0,1.0,,2024-02-13T06:54:26+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
usnhub,https://t.me/usnhub,2517,2024-03-03 13:28:38,<PERSON> mending,False,False,False,False,True,False,False,True,False,False,1762746795,,,,2516.0,False,False,,,89.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 15574, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-03T13:28:41+00:00,,,,[],
followdeh_channel,https://t.me/followdeh_channel,27,2024-01-26 09:27:32,"📌 Affiliate Marketing Re-Enabled!

Started from Now you can use our Affiliate Marketing Program to earn 5% of your referrals top-ups directly into your account! Good News is you can also withdraw earned money via Affiliate Marketing!

🌐 https://www.followdeh.com/earn/ref",False,False,False,False,True,False,False,True,False,False,1318652640,,,,,,,,,8770.0,4.0,,2024-01-26T10:01:59+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🔥'}, 'count': 23, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 20, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 15, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🥰'}, 'count': 13, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
usnhub,https://t.me/usnhub,2305,2024-02-26 09:18:36,<PERSON> juga ..,False,False,False,False,True,False,False,True,False,False,1762746795,,,,2260.0,False,False,,,70.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 14567, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-02-26T09:18:39+00:00,,,,[],
cheapsmmmarketer,https://t.me/cheapsmmmarketer,608,2024-01-14 15:50:37,"Dear users,
We have added a new service for bulk orders of  Instagram followers Check it out and place order now 
Cheapsmmmarket.com",False,False,False,False,True,False,False,False,False,False,1641701890,,,,,,,6.134416744685615e+18,,851.0,0.0,,,,,,[],
mail_access_private,https://t.me/mail_access_private,487,2024-03-14 14:40:00,"Price Private Cloud   
20$ - 1 week  
50$ - 1 month",False,False,False,False,True,False,False,False,False,False,1994848622,,,,,,,,,1718.0,3.0,,,,,,[],
adder_venom,https://t.me/adder_venom,614,2024-03-22 12:28:41,Telegram stock added,False,False,False,False,True,False,False,True,False,False,1913734675,,,,,,,,,77.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 7637, 'comments': True, 'recent_repliers': [], 'channel_id': 1942096345, 'max_id': None, 'read_max_id': None}",2024-03-22T12:28:44+00:00,,,,[],
akgoogleads,https://t.me/akgoogleads,1610,2024-02-18 20:06:54,"Google ads grant 10000$ account available 
Price is only 850$
Only interested people ping me 
@adwordseller",False,False,False,False,True,False,False,False,False,False,1303629620,,,,,,,6.238010776044551e+18,,526.0,0.0,,,Ads seller,,,[],
membersa_telegram,https://t.me/membersa_telegram,121,2024-01-09 20:20:51,block & report Fake scammers ❗️,False,False,False,False,True,False,False,False,False,False,1899525695,,,,,,,4.992592563693268e+18,,150.0,3.0,,2024-01-24T01:34:38+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
usnhub,https://t.me/usnhub,2542,2024-03-03 14:57:20,"<PERSON>, tp kl serius bs cp bot. diskusiin aja",False,False,False,False,True,False,False,True,False,False,1762746795,,,,2337.0,False,False,,,7.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 15622, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-03T14:57:23+00:00,,,,[],
mail_access_private,https://t.me/mail_access_private,521,2024-04-02 14:37:05,private cloud update,False,False,False,False,True,False,False,False,False,False,1994848622,,,,,,,,,116.0,1.0,,,,,,[],
tikfollowerscom,https://t.me/tikfollowerscom,207,2024-02-23 01:31:47,"don't forget to get your free tiktok followers!    
https://tikfollowers.com/free-tiktok-followers",False,False,False,False,True,False,False,False,False,False,1316307281,,,,,,,,,5337.0,1.0,,,,,,[],
adder_venom,https://t.me/adder_venom,685,2024-04-01 20:41:07,"Isko usa account <PERSON> h <NRP>
Message me",False,False,False,False,True,False,False,True,False,False,1913734675,,,,,,,,,9.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 7740, 'comments': True, 'recent_repliers': [], 'channel_id': 1942096345, 'max_id': None, 'read_max_id': None}",2024-04-01T20:41:10+00:00,,,,[],
cheapsmmmarketer,https://t.me/cheapsmmmarketer,685,2024-03-21 14:02:02,"Dear Users,
Make sure to read our user manual before placing the order
Regards
Cheapsmmmarket.com",False,False,False,False,True,False,False,False,False,False,1641701890,,"{'_': 'MessageFwdHeader', 'date': '2024-03-17T18:04:56+00:00', 'imported': False, 'saved_out': False, 'from_id': {'_': 'PeerChannel', 'channel_id': 1641701890}, 'from_name': None, 'channel_post': 680, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'saved_from_id': None, 'saved_from_name': None, 'saved_date': None, 'psa_type': None}",,,,,6.321140439289282e+18,,7.0,0.0,,,,,,[],
nxxvo,https://t.me/nxxvo,2639,2024-03-07 21:48:33,"0 Follower TikTok Verified

Email & Number changeble 
Username changeable 
No extranal accounts 
Inactive since <DATE_TIME>

Co $950 

@thedwlh",False,False,False,False,True,False,False,False,False,False,1722074717,,,,,,,,,11.0,0.0,,,dwlh,,,[],
freecombolistdaily,https://t.me/freecombolistdaily,2954,2024-02-23 09:38:49,Amazon AWS,False,False,False,False,True,False,False,False,False,False,1716787216,,"{'_': 'MessageFwdHeader', 'date': '2023-12-25T20:45:44+00:00', 'imported': False, 'saved_out': False, 'from_id': {'_': 'PeerChannel', 'channel_id': 1736488447}, 'from_name': None, 'channel_post': 4901, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'saved_from_id': None, 'saved_from_name': None, 'saved_date': None, 'psa_type': None}",,,,,6.075465741567639e+18,,9.0,0.0,,,,,,[],
vodka_free,https://t.me/vodka_free,455,2024-03-09 15:53:08,CPNALE,False,False,False,False,True,False,False,False,False,False,1924679759,,,,,,,,,125.0,0.0,,,support,,,[],
buy_telegram_members_subscribers,https://t.me/buy_telegram_members_subscribers,593,2024-03-23 07:47:42,"Telegram's new algorithm.✅
Ranking changes slowly.
Process takes <DATE_TIME>. 

Reason: Secrets not to be discovered quickly

Add real members , real post views and backlinks 
here👇
 https://smm-center.com  💯",False,False,False,False,True,False,False,False,False,False,1419163510,,"{'_': 'MessageFwdHeader', 'date': '2023-11-04T06:32:39+00:00', 'imported': False, 'saved_out': False, 'from_id': {'_': 'PeerChannel', 'channel_id': 1976536994}, 'from_name': None, 'channel_post': 28, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'saved_from_id': None, 'saved_from_name': None, 'saved_date': None, 'psa_type': None}",,,,,5.92243202383687e+18,,44.0,0.0,,,,,,[],
globalfollows,https://t.me/globalfollows,371,2024-02-20 09:58:38,"𝗔𝗳𝘁𝗲𝗿 𝗨𝗽𝗱𝗮𝘁𝗲 𝗪𝗼𝗿𝗹𝗱 𝗖𝗵𝗲𝗮𝗽𝗲𝘀𝘁 𝗦𝗲𝗿𝘃𝗶𝗰𝗲𝘀

3123 - Facebook Page + Profile Followers | All link acceptable | Speed : <DATE_TIME> | Refill <DATE_TIME>$

- 3% Bonus on 300$
- 5% Bonus on 3000$

*https://globalfollows.com
*https://t.me/LeonCanty",False,False,False,False,True,False,False,True,False,False,1183849396,,,,,,,,,347.0,2.0,,2024-02-20T10:51:24+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
usnhub,https://t.me/usnhub,2866,2024-03-12 22:41:23,"pake acc asli , <PERSON> ya situ <PERSON>.",False,False,False,False,True,False,False,True,False,False,1762746795,,,,2817.0,False,False,,,20.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 17267, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-12T22:41:26+00:00,,,,[],
usnhub,https://t.me/usnhub,2829,2024-03-12 02:36:56,"sabar, bntr lg koq..",False,False,False,False,True,False,False,True,False,False,1762746795,,,,2817.0,False,False,,,109.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 17187, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-12T02:36:59+00:00,,,,[],
usnhub,https://t.me/usnhub,2610,2024-03-05 05:17:22,"gafafa, <PERSON>",False,False,False,False,True,False,False,True,False,False,1762746795,,,,2609.0,False,False,,,94.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 15925, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-05T05:17:25+00:00,,,,[],
vodka_free,https://t.me/vodka_free,479,2024-03-16 14:05:53,<PERSON>k2xxzyxu9q32  Chadmin@1821,False,False,False,False,True,False,False,True,False,False,1924679759,,,,,,,,,69.0,2.0,,2024-03-16T18:19:02+00:00,Owner,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🥰'}, 'count': 1, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
mail_access_private,https://t.me/mail_access_private,405,2024-02-03 19:21:12,<PERSON>,False,False,False,False,True,False,False,True,False,False,1994848622,,,,,,,5.327921297809855e+18,,1083.0,1.0,,2024-02-03T19:27:06+00:00,,,"{'_': 'MessageReactions', 'results': [{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👌'}, 'count': 2, 'chosen_order': None}], 'min': False, 'can_see_list': False, 'reactions_as_tags': False, 'recent_reactions': []}",[],
usnhub,https://t.me/usnhub,2931,2024-03-14 02:36:48,@rekening @kasbon @ringgits,False,False,False,False,True,False,False,True,False,False,1762746795,,,,2928.0,False,False,,,63.0,0.0,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 17575, 'comments': True, 'recent_repliers': [], 'channel_id': 1906509669, 'max_id': None, 'read_max_id': None}",2024-03-14T02:36:51+00:00,,,,[],
akgoogleads,https://t.me/akgoogleads,1577,2024-01-07 11:01:14,"10000$ Google ads invoice account available 
Price only 550$ 

 Note - invoice account never suspended 

Only interested people ping me 
@adwordseller",False,False,False,False,True,False,False,True,False,False,1303629620,,,,,,,6.113778713863765e+18,,903.0,0.0,,2024-01-08T07:50:15+00:00,Adwordseller 🔵,,,[],
